HSN,NAME,GST,,,,,
9018.90.96,Laproscopes,12,,,,,
9018.90.97,Vetrasonic lithotripsy instruments,12,,,,,
9018.90.98,Apparatus for nerve stimulation,12,,,,,
9018.90.99,Vaccu needles,12,,,,,
9018.90.99,Microtainers,12,,,,,
9018.90.99,Vaccutainers,12,,,,,
9019.00.00,"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus ",12,,,,,
9019.10.00,Mechano-therapy appliances  massage apparatus  psychological aptitude-testing apparatus  parts and accessories thereof:,12,,,,,
9019.10.10,Mechano therapy appliances,12,,,,,
9019.10.20,Massage apparatus,12,,,,,
9019.20.00,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respi-ration apparatus; parts and accessories thereof",12,,,,,
9020.00.00,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters.",12,,,,,
9021.00.00,"Orthopaedic appliances, including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability ",12,,,,,
9021.10.00,Orthopedic & Fracture appliances ,12,,,,,
9021.10.00,Orthopedic or fracture aplliances,12,,,,,
9021.10.00,Orthopedic or fracture appliances ,12,,,,,
9021.19.00 �,Other orthopaedic or fracture appliances,12,,,,,
9021.21.00,Artificial teeth and dental fittings,12,,,,,
9021.21.31,Artificial Joints ,12,,,,,
9021.29.00,Other (Artificial teeth),12,,,,,
9021.30.00,"Other artificial parts of the body, and parts and accessories thereof",12,,,,,
9021.31.00,Joint Replacements ,12,,,,,
9021.39.00,Artificial parts of the body,12,,,,,
9021.40.00,"Artificial limbs, components & rehabilitation aids ",12,,,,,
9021.40.00,Hearing aids ,0,,,,,
9021.40.00,Parts accessories of hearing aids,12,,,,,
9021.50.00,"Pacemakers for stimulating heart muscles, excluding parts and accessories thereof",12,,,,,
9021.90.00,"Other appliances which are worn in the body, to compensate for a defect",12,,,,,
9022.00.00,"Apparatus based on the use of x-rays or of alpha, beta or gamma radiations,for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, x-ray tubes and other x-ray generators, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like ",12,,,,,
9022.00.00,"Apparatus based on the use of x-rays or of alpha, beta or gamma radiations, other than medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, x-ray tubes and other x-ray generators, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like ",28,,,,,
9022.11.00,"Apparatus based on the use of x-rays for medical, surgical, dental or veterinary uses",12,,,,,
9022.14.10,X-ray generators and apparatus (non-portable),12,,,,,
9022.14.20,Portable x-ray machine,12,,,,,
9022.19.00,Apparatus based on the use of x-rays for other uses,28,,,,,
9022.21.00,"Apparatus based on the use of alpha, beta or gamma radiations for medical, surgical, dental or veterinary uses",12,,,,,
9022.29.00,"Apparatus based on the use of alpha, beta or gamma radiations for other uses",28,,,,,
9022.30.00,X-ray tubes,12,,,,,
9023.00.00,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses.",28,,,,,
9024.00.00,"Machines and appliances for testing the hardness, strength,compressability, elasticity or other mechanical properties of materials (for example, metals, woods, textiles, paper, plastic)",18,,,,,
9024.10.00,Machines and appliances for testing metals,18,,,,,
9024.80.00,Other machines and appliances for testing metals,18,,,,,
9024.90.00,Parts and accessories of machines & appliances for testing of materials,18,,,,,
9025.00.00,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments ",18,,,,,
9025.11.00,"Thermometers and pyrometers, not combined with other instruments: liquid-filled, for direct reading:",18,,,,,
9025.11.10,Thermometers ,18,,,,,
9025.19.00,"Other: thermometers and pyrometers, not combined with other instruments",18,,,,,
9025.19.10,Digital thermometers,18,,,,,
9025.19.20,Pyrometers,18,,,,,
9025.20.00,"Barometers, not combined with other instruments",18,,,,,
9025.80.00,"Other instruments (hydrometers, pyrometers, hygrometers and psychrometers)",18,,,,,
9025.80.10,Hydrometers and similar floating instruments,18,,,,,
9025.80.20,Barometers,18,,,,,
9025.80.30,Lactometers,18,,,,,
9025.90.00,"Parts and accessories (hydrometers, pyrometers, hygrometers and psychrometers)",18,,,,,
9026.00.00,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032 ",18,,,,,
9026.10.00,Instruments and apparatus for measuring or checking the flow or level of liquids:,18,,,,,
9026.10.90,Water meters,18,,,,,
9026.20.00,Instruments and apparatus for measuring or checking pressure,18,,,,,
9026.80.00,Other instruments or apparatus for measuring or checking of gases or liquids,18,,,,,
9026.90.00,"Parts and accessories (flow meters, level gauges, manometers, heat meters)",18,,,,,
9027.00.00,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters, refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or the like; instruments and apparatus for measuring or checking quantities of heat, sound or light (including exposure meters); microtomes ",18,,,,,
9027.10.00,Gas or smoke analysis apparatus,18,,,,,
9027.20.00,Chromatographs and electrophoresis instruments,18,,,,,
9027.30.00,"Spectrometers, spectrophotometers and spectrographs using optical radiations (ultraviolet, visible, infrared):",18,,,,,
9027.40.00,Exposure meters,18,,,,,
9027.80.00,"Other instruments and apparatus using optical radiations (ultraviolet, visible, infrared)",18,,,,,
9027.80.10,Viscometers,18,,,,,
9027.80.20,Calorimeters,18,,,,,
9027.80.30,Instruments and apparatus for measuring the surface or interfocial tension of liquids,18,,,,,
9027.90.00,"Microtomes; parts and accessories(polarimeters, spectrometers, luxmeters)",18,,,,,
9028.00.00,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor ",18,,,,,
9028.10.00,Gas metersc,18,,,,,
9028.20.00,Liquid meters,18,,,,,
9028.30.00,Electricity meters,18,,,,,
9028.30.10,Electronic  Static Energy Meters,18,,,,,
9028.90.00,"Parts and accessories:gas, liquid or electricity supply or production meters",18,,,,,
9029.00.00,"Revolution counters, production counters, taximeters, mileometers, pedometers and the like; speed indicators and tachometers, other than those of heading 9014 or 9015; stroboscopes ",18,,,,,
9029.10.00,"Revolution counters, production counters, taximeters, odometers, pedometers and the like",18,,,,,
9029.20.00,Speedometers and tachometers  stroboscopes,18,,,,,
9029.90.00,"Parts and accessories(revolution counters, taximeters, speed indicators, stroboscopes)",18,,,,,
9030.00.00,"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 9028; instruments and apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic or other ionising radiations ",18,,,,,
9030.00.00,Cross-talk meters,18,,,,,
9030.00.00,Distortion Factor Meters,18,,,,,
9030.00.00,Electrical testing and measuring instruments,18,,,,,
9030.00.00,Grain Measuring Instruments,18,,,,,
9030.00.00,Network and Logic Analyzer ,18,,,,,
9030.00.00,"Oscilloscopes, spectrum analyzers, Cross-talk meters, Grain Measruing Instruments, Distortion Factor Meters, Psophometers, Network and Logic Analyzer and Signal Analyzer etc, parts etc",18,,,,,
9030.00.00,Psophometers,18,,,,,
9030.00.00,Signal Analyzer ,18,,,,,
9030.00.00,Spectrum Analyses,18,,,,,
9030.10.00,Instruments and apparatus for measuring or detecting ionizing radiations,18,,,,,
9030.20.00,Cathode-ray oscilloscopes and cathode-ray oscillographs,18,,,,,
9030.31.00,Digital multimeter,18,,,,,
9030.31.00,Multimeters,18,,,,,
9030.33.00,Spectrrum analysers,18,,,,,
9030.39.00,"Other instruments for measuring or checking voltage, current or power",18,,,,,
9030.39.10,"Ammeters, volt meters and watt meters",18,,,,,
9030.39.10,Power analysis,18,,,,,
9030.39.20,Spectrum resistance meters,18,,,,,
9030.39.30,Capactiance meter,18,,,,,
9030.39.40,Frequency measruing apparatus,18,,,,,
9030.39.50,Megar meters-1,18,,,,,
9030.39.90,Calibrator,18,,,,,
9030.39.90,Megar meters-1: Other,18,,,,,
9030.40.00,"Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)",18,,,,,
9030.81.00,"With a recording device(volt meters, am meters, circuit testers)",18,,,,,
9030.89.00,Other: spectrum analysers,18,,,,,
9030.90.00 �,"Parts and accessories (oscilloscopes, volt meters, am meters, cross talk meters)",18,,,,,
9031.00.00,"Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this chapter ",18,,,,,
9031.00.00,Data acquisition unit with sensors,18,,,,,
9031.00.00,"Data Entry Control Panel, Rear Data Entry Control Panel",18,,,,,
9031.00.00,Display systems for packages testing,18,,,,,
9031.00.00,Electronic hardware for electro magnetic field version etc,18,,,,,
9031.00.00,Launcher Interface Unit,18,,,,,
9031.00.00,LRU,18,,,,,
9031.00.00,"Machines, nesoi in chapter 90, profile project, pt",18,,,,,
9031.00.00,Missile Interface Unit P-II,18,,,,,
9031.00.00,MIU,18,,,,,
9031.00.00,MPCC Electronics System,18,,,,,
9031.00.00,Test Pannels,18,,,,,
9031.10.00,Machines for balancing mechanical parts,18,,,,,
9031.20.00,Test benches,18,,,,,
9031.30.00,Profile projectors,18,,,,,
9031.40.00,Other optical instruments and appliances:,18,,,,,
9031.80.00,"Other measuring or checking instruments, appliances and machines:",18,,,,,
9031.90.00,"Parts and accessories (profile projectors, focimeters, ultrasonic fish finders, load-cells)",18,,,,,
9032.00.00,"Automatic regulating or control instruments, parts",0,,,,,
9032.00.00,Control Module,0,,,,,
9032.00.00,CPLD Timber (M),0,,,,,
9032.00.00,Electrical Activation System ,0,,,,,
9032.00.00,Electro Mechanical Drive Control Unit For Air Defence Gun,0,,,,,
9032.00.00,IGBT based EMA Test Controller,0,,,,,
9032.00.00,Rabbit Proce. Based Automatic Parachute Deployer Sys.,0,,,,,
9032.00.00,Servo Electronics Unit For Rotary Electro Mechanical,0,,,,,
9032.00.00,Variable Speed Mechanical Drive Unit,0,,,,,
9032.10.00,Thermostats,0,,,,,
9032.20.00,Manostats,0,,,,,
9032.81.00,Hydraulic or pneumatic,0,,,,,
9032.89.00,Other automatic regulating or controlling instruments & apparatus,0,,,,,
9032.90.00,Parts and accessories (automatic regulating or controlling instruments & apparatus),0,,,,,
9033.00.00,"Parts and accessories (not specified or included else-where in this chapter) for machines, appliances,instruments or apparatus of chapter 90.",18,,,,,
9033.00.00,Angle meter,18,,,,,
9033.00.00,"Parts, nesoi for machines, appln, inst/appts of chap 90",18,,,,,
9000.00.00,"Other breathing appliances and gas masks, excluding properties of materials (for example, metals, wood, textiles, paper, plastics).",12,,,,,
9000.00.00,Blood glucose monitoring system (Glucometer) and test strips.,12,,,,,
9000.00.00,Patent Ductus Arteriousus.,12,,,,,
9000.00.00,Coronary stents and coronary stent systems for use with cardiac catheters.,5,,,,,
9000.00.00,Artificial kidney,5,,,,,
9000.00.00,Disposable sterilized dialyzer or microbarrier of artificial kidney ,5,,,,,
9000.00.00,"Parts of the following goods, namely:- 
(i) Crutches; (ii) Wheel chairs; (iii) Walking frames; (iv) Tricycles; (v) Braillers; and (vi)
Artificial limbs
",5,,,,,
9000.00.00,"Assistive devices, rehabilitation aids and other goods for disabled, specified in List 32 appended to notification No.12/2012-Customs, dated the 17th March, 2012",5,,,,,
9101.00.00,"Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with precious metal ",28,,,,,
9101.00.00,Braille watches,12,,,,,
9101.11.00,"Wrist watches, battery powered, with mechanical display only",28,,,,,
9101.12.00,"Wrist watches, battery powered, with opto-electronic display only",28,,,,,
9101.19.00 �,"Other wrist watches, battery powered",28,,,,,
9101.21.00,Wrist watches with automatic winding,28,,,,,
9101.29.00,Other wrist watches,28,,,,,
9101.91.00,"Rocket-watches & other watches, battery or accumulator powered",28,,,,,
9101.99.00,Other (pocket-watches & other watches),28,,,,,
9102.00.00,"Wrist-watches, pocket-watches and other watches, including stop watches, other than those of heading 9101 ",28,,,,,
9102.00.00,Braille watches,12,,,,,
9102.11.00,"Wrist watches, battery powered, with mechanical display only",28,,,,,
9102.12.00,"Wrist watches, battery powered, with opto-electronic display only",28,,,,,
9102.19.00,"Other wrist watches, battery powered",28,,,,,
9102.21.00,Other wrist watches with automatic winding,28,,,,,
9102.29.00,"Other wrist watches, not automatic winding",28,,,,,
9102.91.00,"Pocket watches and other watches, battery powered",28,,,,,
9102.99.00,Other(pocket watches and other watches),28,,,,,
9103.00.00,"Clocks with watch movements, excluding clocks of heading 9104 ",18,,,,,
9103.10.00,"Clocks with watch movements, battery pow",18,,,,,
9103.90.00,Other clocks with watch movements,18,,,,,
9104.00.00,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels.",28,,,,,
9105.00.00,Other clocks,18,,,,,
9105.11.00,"Alarm clocks, battery or ac powered",18,,,,,
9105.19.00,Other alarm clocks,18,,,,,
9105.21.00,"Wall clocks, battery or ac powered",18,,,,,
9105.29.00,Other wall clocks,18,,,,,
